sen_id,sentence,word_count,view,status,source_file
SEN0125,도착,1,F,ok,NIA_SL_SEN0125_REAL02_F_morpheme.json
SEN0126,도착,1,F,ok,NIA_SL_SEN0126_REAL02_F_morpheme.json
SEN0127,시간 지연되다,2,F,ok,NIA_SL_SEN0127_REAL02_F_morpheme.json
SEN0128,시간 지연되다,2,F,ok,NIA_SL_SEN0128_REAL02_F_morpheme.json
SEN0129,시간 지연되다 5분,3,F,ok,NIA_SL_SEN0129_REAL02_F_morpheme.json
SEN0130,지연되다 5분,2,F,ok,NIA_SL_SEN0130_REAL02_F_morpheme.json
SEN0131,도착 아직,2,F,ok,NIA_SL_SEN0131_REAL02_F_morpheme.json
SEN0132,도착 아직,2,F,ok,NIA_SL_SEN0132_REAL02_F_morpheme.json
SEN0133,있다,1,F,ok,NIA_SL_SEN0133_REAL02_F_morpheme.json
SEN0134,있다,1,F,ok,NIA_SL_SEN0134_REAL02_F_morpheme.json
SEN0135,짐 있다,2,F,ok,NIA_SL_SEN0135_REAL02_F_morpheme.json
SEN0136,짐 있다,2,F,ok,NIA_SL_SEN0136_REAL02_F_morpheme.json
SEN0137,자전거 있다,2,F,ok,NIA_SL_SEN0137_REAL02_F_morpheme.json
SEN0138,자전거 있다,2,F,ok,NIA_SL_SEN0138_REAL02_F_morpheme.json
SEN0139,약 가깝다,2,F,ok,NIA_SL_SEN0139_REAL02_F_morpheme.json
SEN0140,약 가깝다,2,F,ok,NIA_SL_SEN0140_REAL02_F_morpheme.json
SEN0141,택시 곳 가깝다,3,F,ok,NIA_SL_SEN0141_REAL02_F_morpheme.json
SEN0142,택시 곳 가깝다,3,F,ok,NIA_SL_SEN0142_REAL02_F_morpheme.json
SEN0143,버스 곳 가깝다,3,F,ok,NIA_SL_SEN0143_REAL02_F_morpheme.json
SEN0144,버스 곳 가깝다,3,F,ok,NIA_SL_SEN0144_REAL02_F_morpheme.json
SEN0145,없다,1,F,ok,NIA_SL_SEN0145_REAL02_F_morpheme.json
SEN0146,없다,1,F,ok,NIA_SL_SEN0146_REAL02_F_morpheme.json
SEN0147,짐 없다,2,F,ok,NIA_SL_SEN0147_REAL02_F_morpheme.json
SEN0148,짐 없다,2,F,ok,NIA_SL_SEN0148_REAL02_F_morpheme.json
SEN0149,물건 없다,2,F,ok,NIA_SL_SEN0149_REAL02_F_morpheme.json
SEN0150,물건 없다,2,F,ok,NIA_SL_SEN0150_REAL02_F_morpheme.json
SEN0151,짐 차 트렁크열다 나르다,4,F,ok,NIA_SL_SEN0151_REAL02_F_morpheme.json
SEN0152,짐 차 트렁크열다 나르다,4,F,ok,NIA_SL_SEN0152_REAL02_F_morpheme.json
SEN0153,뒤 트렁크닫다,2,F,ok,NIA_SL_SEN0153_REAL02_F_morpheme.json
SEN0154,뒤 트렁크닫다,2,F,ok,NIA_SL_SEN0154_REAL02_F_morpheme.json
SEN0155,설명 천천히,2,F,ok,NIA_SL_SEN0155_REAL02_F_morpheme.json
SEN0156,설명 다시,2,F,ok,NIA_SL_SEN0156_REAL02_F_morpheme.json
SEN0157,설명 어렵다,2,F,ok,NIA_SL_SEN0157_REAL02_F_morpheme.json
SEN0158,설명 어렵다,2,F,ok,NIA_SL_SEN0158_REAL02_F_morpheme.json
SEN0159,설명 다시,2,F,ok,NIA_SL_SEN0159_REAL02_F_morpheme.json
SEN0160,힘들다,1,F,ok,NIA_SL_SEN0160_REAL02_F_morpheme.json
SEN0161,도착 알려주다,2,F,ok,NIA_SL_SEN0161_REAL02_F_morpheme.json
SEN0162,도착 알려주다,2,F,ok,NIA_SL_SEN0162_REAL02_F_morpheme.json
SEN0163,핸드폰 번호,2,F,ok,NIA_SL_SEN0163_REAL02_F_morpheme.json
SEN0164,핸드폰 번호 필요,3,F,ok,NIA_SL_SEN0164_REAL02_F_morpheme.json
SEN0165,지하철 계단 번호,3,F,ok,NIA_SL_SEN0165_REAL02_F_morpheme.json
SEN0166,지하철 지하위 곳곳,3,F,ok,NIA_SL_SEN0166_REAL02_F_morpheme.json
SEN0167,버스 번호,2,F,ok,NIA_SL_SEN0167_REAL02_F_morpheme.json
SEN0168,버스 타다 곳곳,3,F,ok,NIA_SL_SEN0168_REAL02_F_morpheme.json
SEN0169,신분증,1,F,ok,NIA_SL_SEN0169_REAL02_F_morpheme.json
SEN0170,신분증,1,F,ok,NIA_SL_SEN0170_REAL02_F_morpheme.json
SEN0171,표,1,F,ok,NIA_SL_SEN0171_REAL02_F_morpheme.json
SEN0172,표,1,F,ok,NIA_SL_SEN0172_REAL02_F_morpheme.json
SEN0173,잠깐 기다리다,2,F,ok,NIA_SL_SEN0173_REAL02_F_morpheme.json
SEN0174,여기 기다리다,2,F,ok,NIA_SL_SEN0174_REAL02_F_morpheme.json
SEN0175,여기 있다,2,F,ok,NIA_SL_SEN0175_REAL02_F_morpheme.json
SEN0176,여기 있다,2,F,ok,NIA_SL_SEN0176_REAL02_F_morpheme.json
SEN0177,곳 바꾸다,2,F,ok,NIA_SL_SEN0177_REAL02_F_morpheme.json
SEN0178,곳 바꾸다,2,F,ok,NIA_SL_SEN0178_REAL02_F_morpheme.json
SEN0179,한달 누적사용 내역 보다 원하다,5,F,ok,NIA_SL_SEN0179_REAL02_F_morpheme.json
SEN0180,한달 누적사용 내역 보여주다,4,F,ok,NIA_SL_SEN0180_REAL02_F_morpheme.json
SEN0181,도움받다,1,F,ok,NIA_SL_SEN0181_REAL02_F_morpheme.json
SEN0182,도움받다 가능,2,F,ok,NIA_SL_SEN0182_REAL02_F_morpheme.json
SEN0183,실수하다,1,F,ok,NIA_SL_SEN0183_REAL02_F_morpheme.json
SEN0184,실수하다,1,F,ok,NIA_SL_SEN0184_REAL02_F_morpheme.json
SEN0185,발생하다,1,F,ok,NIA_SL_SEN0185_REAL02_F_morpheme.json
SEN0186,발생하다,1,F,ok,NIA_SL_SEN0186_REAL02_F_morpheme.json
SEN0187,괜찮다,1,F,ok,NIA_SL_SEN0187_REAL02_F_morpheme.json
SEN0188,괜찮다,1,F,ok,NIA_SL_SEN0188_REAL02_F_morpheme.json
SEN0189,좋다,1,F,ok,NIA_SL_SEN0189_REAL02_F_morpheme.json
SEN0190,좋다,1,F,ok,NIA_SL_SEN0190_REAL02_F_morpheme.json
SEN0191,충분하다,1,F,ok,NIA_SL_SEN0191_REAL02_F_morpheme.json
SEN0192,충분하다,1,F,ok,NIA_SL_SEN0192_REAL02_F_morpheme.json
SEN0193,확인,1,F,ok,NIA_SL_SEN0193_REAL02_F_morpheme.json
SEN0194,확인 가능,2,F,ok,NIA_SL_SEN0194_REAL02_F_morpheme.json
SEN0195,모르다,1,F,ok,NIA_SL_SEN0195_REAL02_F_morpheme.json
SEN0196,알다,1,F,ok,NIA_SL_SEN0196_REAL02_F_morpheme.json
SEN0197,필요,1,F,ok,NIA_SL_SEN0197_REAL02_F_morpheme.json
SEN0198,필요,1,F,ok,NIA_SL_SEN0198_REAL02_F_morpheme.json
SEN0199,택시 문자보내다 나,3,F,ok,NIA_SL_SEN0199_REAL02_F_morpheme.json
SEN0200,택시 문자받다,2,F,ok,NIA_SL_SEN0200_REAL02_F_morpheme.json
SEN0201,역무원 부르다,2,F,ok,NIA_SL_SEN0201_REAL02_F_morpheme.json
SEN0202,역무원 부르다,2,F,ok,NIA_SL_SEN0202_REAL02_F_morpheme.json
SEN0203,경찰 부르다,2,F,ok,NIA_SL_SEN0203_REAL02_F_morpheme.json
SEN0204,경찰 부르다,2,F,ok,NIA_SL_SEN0204_REAL02_F_morpheme.json
SEN0205,마포대교 가다,2,F,ok,NIA_SL_SEN0205_REAL02_F_morpheme.json
SEN0206,마포대교 가다,2,F,ok,NIA_SL_SEN0206_REAL02_F_morpheme.json
SEN0207,잠실대교 가다,2,F,ok,NIA_SL_SEN0207_REAL02_F_morpheme.json
SEN0208,잠실대교 가다,2,F,ok,NIA_SL_SEN0208_REAL02_F_morpheme.json
SEN0209,빨리,1,F,ok,NIA_SL_SEN0209_REAL02_F_morpheme.json
SEN0210,빨리,1,F,ok,NIA_SL_SEN0210_REAL02_F_morpheme.json
SEN0211,약 보다 차내리다,3,F,ok,NIA_SL_SEN0211_REAL02_F_morpheme.json
SEN0212,차내리다 곳곳,2,F,ok,NIA_SL_SEN0212_REAL02_F_morpheme.json
SEN0213,어린이집 보다 차내리다,3,F,ok,NIA_SL_SEN0213_REAL02_F_morpheme.json
SEN0214,어린이집 보다 차내리다,3,F,ok,NIA_SL_SEN0214_REAL02_F_morpheme.json
SEN0215,학교 보다 차내리다,3,F,ok,NIA_SL_SEN0215_REAL02_F_morpheme.json
SEN0216,학교 보다 차내리다,3,F,ok,NIA_SL_SEN0216_REAL02_F_morpheme.json
SEN0217,사거리 건너다 신호등 차내리다,4,F,ok,NIA_SL_SEN0217_REAL02_F_morpheme.json
SEN0218,사거리 건너다,2,F,ok,NIA_SL_SEN0218_REAL02_F_morpheme.json
SEN0219,사거리 우회전,2,F,ok,NIA_SL_SEN0219_REAL02_F_morpheme.json
SEN0220,사거리 우회전,2,F,ok,NIA_SL_SEN0220_REAL02_F_morpheme.json
SEN0221,사거리 전 버스 곳 차내리다,5,F,ok,NIA_SL_SEN0221_REAL02_F_morpheme.json
SEN0222,사거리 전 차내리다,3,F,ok,NIA_SL_SEN0222_REAL02_F_morpheme.json
SEN0223,지하철 철로 물건 떨어지다,4,F,ok,NIA_SL_SEN0223_REAL02_F_morpheme.json
SEN0224,신호등 다음 차내리다,3,F,ok,NIA_SL_SEN0224_REAL02_F_morpheme.json
SEN0225,신호등 곳 차내리다,3,F,ok,NIA_SL_SEN0225_REAL02_F_morpheme.json
SEN0226,신호등 곳 차내리다,3,F,ok,NIA_SL_SEN0226_REAL02_F_morpheme.json
SEN0227,우회전 차내리다,2,F,ok,NIA_SL_SEN0227_REAL02_F_morpheme.json
SEN0228,우회전 차내리다,2,F,ok,NIA_SL_SEN0228_REAL02_F_morpheme.json
SEN0229,좌회전 차내리다,2,F,ok,NIA_SL_SEN0229_REAL02_F_morpheme.json
SEN0230,좌회전 차내리다,2,F,ok,NIA_SL_SEN0230_REAL02_F_morpheme.json
SEN0231,신호등 횡단보도 건너다,3,F,ok,NIA_SL_SEN0231_REAL02_F_morpheme.json
SEN0232,신호등 횡단보도 여기,3,F,ok,NIA_SL_SEN0232_REAL02_F_morpheme.json
SEN0233,지름길 차내리다,2,F,ok,NIA_SL_SEN0233_REAL02_F_morpheme.json
SEN0234,지름길 차내리다,2,F,ok,NIA_SL_SEN0234_REAL02_F_morpheme.json
SEN0235,지름길 내리다,2,F,ok,NIA_SL_SEN0235_REAL02_F_morpheme.json
SEN0236,지름길 내리다,2,F,ok,NIA_SL_SEN0236_REAL02_F_morpheme.json
SEN0237,롯데월드 가다 목적 지하철 번호,5,F,ok,NIA_SL_SEN0237_REAL02_F_morpheme.json
SEN0238,서울역 가다 목적 지하철 번호,5,F,ok,NIA_SL_SEN0238_REAL02_F_morpheme.json
SEN0239,국립박물관 가다 목적 지하철 번호,5,F,ok,NIA_SL_SEN0239_REAL02_F_morpheme.json
SEN0240,강남 가다 목적 지하철 갈아타다 몇호,6,F,ok,NIA_SL_SEN0240_REAL02_F_morpheme.json
SEN0241,서울역 가다 목적 지하철 갈아타다 몇호,6,F,ok,NIA_SL_SEN0241_REAL02_F_morpheme.json
SEN0242,지하철 계단 곳 12,4,F,ok,NIA_SL_SEN0242_REAL02_F_morpheme.json
SEN0243,지하철 계단 12 무엇,4,F,ok,NIA_SL_SEN0243_REAL02_F_morpheme.json
SEN0244,종로 가다,2,F,ok,NIA_SL_SEN0244_REAL02_F_morpheme.json
SEN0245,종로 가다 방법,3,F,ok,NIA_SL_SEN0245_REAL02_F_morpheme.json
SEN0246,지하철 곳 9호,3,F,ok,NIA_SL_SEN0246_REAL02_F_morpheme.json
SEN0247,9호 곳곳,2,F,ok,NIA_SL_SEN0247_REAL02_F_morpheme.json
SEN0248,지하철 곳 8호,3,F,ok,NIA_SL_SEN0248_REAL02_F_morpheme.json
SEN0249,8호 곳곳,2,F,ok,NIA_SL_SEN0249_REAL02_F_morpheme.json
SEN0250,막차 시간,2,F,ok,NIA_SL_SEN0250_REAL02_F_morpheme.json
SEN0251,첫차 시간,2,F,ok,NIA_SL_SEN0251_REAL02_F_morpheme.json
SEN0252,다음 몇분,2,F,ok,NIA_SL_SEN0252_REAL02_F_morpheme.json
SEN0253,오늘 하루 수고,3,F,ok,NIA_SL_SEN0253_REAL02_F_morpheme.json
SEN0254,만나다 반갑다,2,F,ok,NIA_SL_SEN0254_REAL02_F_morpheme.json
SEN0255,50분 정도,2,F,ok,NIA_SL_SEN0255_REAL02_F_morpheme.json
SEN0256,도착 몇분,2,F,ok,NIA_SL_SEN0256_REAL02_F_morpheme.json
SEN0257,대략 40분,2,F,ok,NIA_SL_SEN0257_REAL02_F_morpheme.json
SEN0258,도착 40분,2,F,ok,NIA_SL_SEN0258_REAL02_F_morpheme.json
SEN0259,계산 남다 돈받다,3,F,ok,NIA_SL_SEN0259_REAL02_F_morpheme.json
SEN0260,계산 남다 돈주다,3,F,ok,NIA_SL_SEN0260_REAL02_F_morpheme.json
SEN0261,계산 틀리다,2,F,ok,NIA_SL_SEN0261_REAL02_F_morpheme.json
SEN0262,계산 잘못하다,2,F,ok,NIA_SL_SEN0262_REAL02_F_morpheme.json
SEN0263,지금 내리다,2,F,ok,NIA_SL_SEN0263_REAL02_F_morpheme.json
SEN0264,지금 내리다,2,F,ok,NIA_SL_SEN0264_REAL02_F_morpheme.json
SEN0265,도착 가능 몇분,3,F,ok,NIA_SL_SEN0265_REAL02_F_morpheme.json
SEN0266,용산역 접근 주차,3,F,ok,NIA_SL_SEN0266_REAL02_F_morpheme.json
SEN0267,용산역 주차 되다,3,F,ok,NIA_SL_SEN0267_REAL02_F_morpheme.json
SEN0268,어린이집 주차,2,F,ok,NIA_SL_SEN0268_REAL02_F_morpheme.json
SEN0269,어린이집 주차 되다,3,F,ok,NIA_SL_SEN0269_REAL02_F_morpheme.json
SEN0270,학교 주차,2,F,ok,NIA_SL_SEN0270_REAL02_F_morpheme.json
SEN0271,학교 주차 되다,3,F,ok,NIA_SL_SEN0271_REAL02_F_morpheme.json
SEN0272,다음 몇분,2,F,ok,NIA_SL_SEN0272_REAL02_F_morpheme.json
SEN0273,지하철 갈아타다 몇호,3,F,ok,NIA_SL_SEN0273_REAL02_F_morpheme.json
SEN0274,지하철 단말기터치 안되다,3,F,ok,NIA_SL_SEN0274_REAL02_F_morpheme.json
SEN0275,지하철 단말기터치 안되다,3,F,ok,NIA_SL_SEN0275_REAL02_F_morpheme.json
SEN0276,병원 주차,2,F,ok,NIA_SL_SEN0276_REAL02_F_morpheme.json
SEN0277,병원 주차,2,F,ok,NIA_SL_SEN0277_REAL02_F_morpheme.json
SEN0278,지하철 안 없다,3,F,ok,NIA_SL_SEN0278_REAL02_F_morpheme.json
SEN0279,지하철 안 없다,3,F,ok,NIA_SL_SEN0279_REAL02_F_morpheme.json
SEN0280,표지판 보다 찾다,3,F,ok,NIA_SL_SEN0280_REAL02_F_morpheme.json
SEN0281,길 지도 보다 찾다 가능,5,F,ok,NIA_SL_SEN0281_REAL02_F_morpheme.json
SEN0282,지하철 가방 위로올리다 까먹다,4,F,ok,NIA_SL_SEN0282_REAL02_F_morpheme.json
SEN0283,지하철 반대 건너다 가다,4,F,ok,NIA_SL_SEN0283_REAL02_F_morpheme.json
SEN0284,지하철 반대 건너다 방법,4,F,ok,NIA_SL_SEN0284_REAL02_F_morpheme.json
SEN0285,아이 실종 찾다 도움받다,4,F,ok,NIA_SL_SEN0285_REAL02_F_morpheme.json
SEN0286,아이 실종 찾다 도움받다 가능,5,F,ok,NIA_SL_SEN0286_REAL02_F_morpheme.json
SEN0287,어지럽다 쓰러지다,2,F,ok,NIA_SL_SEN0287_REAL02_F_morpheme.json
