word_id,word,status,morpheme_path
WORD0038,배드민턴,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0038_REAL01_F_morpheme.json"
WORD0039,변비,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0039_REAL01_F_morpheme.json"
WORD0040,병명,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0040_REAL01_F_morpheme.json"
WORD0041,보건소,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0041_REAL01_F_morpheme.json"
WORD0042,불면증,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0042_REAL01_F_morpheme.json"
WORD0043,불행,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0043_REAL01_F_morpheme.json"
WORD0044,붕대,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0044_REAL01_F_morpheme.json"
WORD0045,사위,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0045_REAL01_F_morpheme.json"
WORD0046,설사,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0046_REAL01_F_morpheme.json"
WORD0047,성병,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0047_REAL01_F_morpheme.json"
WORD0048,방충,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0048_REAL01_F_morpheme.json"
WORD0049,소화제,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0049_REAL01_F_morpheme.json"
WORD0050,손녀,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0050_REAL01_F_morpheme.json"
WORD0051,손자,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0051_REAL01_F_morpheme.json"
WORD0052,수면제,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0052_REAL01_F_morpheme.json"
WORD0053,수집가,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0053_REAL01_F_morpheme.json"
WORD0054,여행지,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0054_REAL01_F_morpheme.json"
WORD0055,예식장,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0055_REAL01_F_morpheme.json"
WORD0056,올림픽경기,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0056_REAL01_F_morpheme.json"
WORD0057,회복,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0057_REAL01_F_morpheme.json"
WORD0058,첫번째,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0058_REAL01_F_morpheme.json"
WORD0059,운동경기,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0059_REAL01_F_morpheme.json"
WORD0060,입원,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0060_REAL01_F_morpheme.json"
WORD0061,재혼,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0061_REAL01_F_morpheme.json"
WORD0062,진단서,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0062_REAL01_F_morpheme.json"
WORD0063,축구장,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0063_REAL01_F_morpheme.json"
WORD0064,치료,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0064_REAL01_F_morpheme.json"
WORD0065,치료법,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0065_REAL01_F_morpheme.json"
WORD0066,친아들,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0066_REAL01_F_morpheme.json"
WORD0067,퇴원,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0067_REAL01_F_morpheme.json"
WORD0068,한약,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0068_REAL01_F_morpheme.json"
WORD0069,한약방,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0069_REAL01_F_morpheme.json"
WORD0070,빈혈,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0070_REAL01_F_morpheme.json"
WORD0071,화상,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0071_REAL01_F_morpheme.json"
WORD0072,가래떡,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0072_REAL01_F_morpheme.json"
WORD0073,고깃국,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0073_REAL01_F_morpheme.json"
WORD0074,고추,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0074_REAL01_F_morpheme.json"
WORD0075,고추가루,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0075_REAL01_F_morpheme.json"
WORD0076,사골,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0076_REAL01_F_morpheme.json"
WORD0077,배추국,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0077_REAL01_F_morpheme.json"
WORD0078,꽈베기,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0078_REAL01_F_morpheme.json"
WORD0079,벌꿀,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0079_REAL01_F_morpheme.json"
WORD0080,꿀물,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0080_REAL01_F_morpheme.json"
WORD0081,냄비,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0081_REAL01_F_morpheme.json"
WORD0082,찬물,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0082_REAL01_F_morpheme.json"
WORD0083,다과,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0083_REAL01_F_morpheme.json"
WORD0084,지방경찰청장,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0084_REAL01_F_morpheme.json"
WORD0085,된장찌게,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0085_REAL01_F_morpheme.json"
WORD0086,돼지고기,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0086_REAL01_F_morpheme.json"
WORD0087,두부,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0087_REAL01_F_morpheme.json"
WORD0088,딸기,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0088_REAL01_F_morpheme.json"
WORD0089,떡국,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0089_REAL01_F_morpheme.json"
WORD0090,라면,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0090_REAL01_F_morpheme.json"
WORD0091,막걸리,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0091_REAL01_F_morpheme.json"
WORD0092,무,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0092_REAL01_F_morpheme.json"
WORD0093,밥그릇,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0093_REAL01_F_morpheme.json"
WORD0094,밥솥,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0094_REAL01_F_morpheme.json"
WORD0095,보신탕,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0095_REAL01_F_morpheme.json"
WORD0096,부엌,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0096_REAL01_F_morpheme.json"
WORD0097,소불고기,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0097_REAL01_F_morpheme.json"
WORD0098,비빔밥,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0098_REAL01_F_morpheme.json"
WORD0099,사과,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0099_REAL01_F_morpheme.json"
WORD0100,사이다,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0100_REAL01_F_morpheme.json"
WORD0101,달다,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0101_REAL01_F_morpheme.json"
WORD0102,소주,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0102_REAL01_F_morpheme.json"
WORD0103,술잔,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0103_REAL01_F_morpheme.json"
WORD0104,식당,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0104_REAL01_F_morpheme.json"
WORD0105,쌀가루,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0105_REAL01_F_morpheme.json"
WORD0106,냉커피,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0106_REAL01_F_morpheme.json"
WORD0107,양식,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0107_REAL01_F_morpheme.json"
WORD0108,위스키,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0108_REAL01_F_morpheme.json"
WORD0109,술,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0109_REAL01_F_morpheme.json"
WORD0110,용품,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0110_REAL01_F_morpheme.json"
WORD0111,유리그릇,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0111_REAL01_F_morpheme.json"
WORD0112,짬뽕,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0112_REAL01_F_morpheme.json"
WORD0113,참외,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0113_REAL01_F_morpheme.json"
WORD0114,칼국수,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0114_REAL01_F_morpheme.json"
WORD0115,커피,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0115_REAL01_F_morpheme.json"
WORD0116,콜라,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0116_REAL01_F_morpheme.json"
WORD0117,콩가루,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0117_REAL01_F_morpheme.json"
WORD0118,통조림,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0118_REAL01_F_morpheme.json"
WORD0119,와인,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0119_REAL01_F_morpheme.json"
WORD0120,백설기,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0120_REAL01_F_morpheme.json"
WORD0121,가죽신,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0121_REAL01_F_morpheme.json"
WORD0122,군복,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0122_REAL01_F_morpheme.json"
WORD0123,포켓,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0123_REAL01_F_morpheme.json"
WORD0124,양산,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0124_REAL01_F_morpheme.json"
WORD0125,운동화,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0125_REAL01_F_morpheme.json"
WORD0126,잠옷,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0126_REAL01_F_morpheme.json"
WORD0127,이불,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0127_REAL01_F_morpheme.json"
WORD0128,에어컨,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0128_REAL01_F_morpheme.json"
WORD0129,행거,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0129_REAL01_F_morpheme.json"
WORD0130,월세,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0130_REAL01_F_morpheme.json"
WORD0131,전세,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0131_REAL01_F_morpheme.json"
WORD0132,치약,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0132_REAL01_F_morpheme.json"
WORD0133,가수,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0133_REAL01_F_morpheme.json"
WORD0134,체감,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0134_REAL01_F_morpheme.json"
WORD0135,경고,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0135_REAL01_F_morpheme.json"
WORD0136,경찰서,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0136_REAL01_F_morpheme.json"
WORD0137,공식,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0137_REAL01_F_morpheme.json"
WORD0138,과장,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0138_REAL01_F_morpheme.json"
WORD0139,관광버스,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0139_REAL01_F_morpheme.json"
WORD0140,교수,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0140_REAL01_F_morpheme.json"
WORD0141,교장,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0141_REAL01_F_morpheme.json"
WORD0142,찻길,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0142_REAL01_F_morpheme.json"
WORD0143,독일어,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0143_REAL01_F_morpheme.json"
WORD0144,반환,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0144_REAL01_F_morpheme.json"
WORD0145,음주운전,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0145_REAL01_F_morpheme.json"
WORD0146,동아리,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0146_REAL01_F_morpheme.json"
WORD0147,디자이너,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0147_REAL01_F_morpheme.json"
WORD0148,마을버스,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0148_REAL01_F_morpheme.json"
WORD0149,구급차,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0149_REAL01_F_morpheme.json"
WORD0150,개입하지않는다,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0150_REAL01_F_morpheme.json"
WORD0151,음주운전,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0151_REAL01_F_morpheme.json"
WORD0152,사무,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0152_REAL01_F_morpheme.json"
WORD0153,신입학,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0153_REAL01_F_morpheme.json"
WORD0154,여객선,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0154_REAL01_F_morpheme.json"
WORD0155,여행사,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0155_REAL01_F_morpheme.json"
WORD0156,기차역,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0156_REAL01_F_morpheme.json"
WORD0157,예술가,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0157_REAL01_F_morpheme.json"
WORD0158,외국어,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0158_REAL01_F_morpheme.json"
WORD0159,요리사,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0159_REAL01_F_morpheme.json"
WORD0160,강요,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0160_REAL01_F_morpheme.json"
WORD0161,운동선수,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0161_REAL01_F_morpheme.json"
WORD0162,퇴임,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0162_REAL01_F_morpheme.json"
WORD0163,의사,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0163_REAL01_F_morpheme.json"
WORD0164,이력서,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0164_REAL01_F_morpheme.json"
WORD0165,자가용,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0165_REAL01_F_morpheme.json"
WORD0166,재택근무,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0166_REAL01_F_morpheme.json"
WORD0167,연령제한,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0167_REAL01_F_morpheme.json"
WORD0168,주차장,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0168_REAL01_F_morpheme.json"
WORD0169,채팅,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0169_REAL01_F_morpheme.json"
WORD0170,출근,ok,"D:\매핑용( 단어 생성 비디오, 단어)\map_syn\datasets\morpheme\01\NIA_SL_WORD0170_REAL01_F_morpheme.json"
